season,season_label,home_away,player,player_id,matches,teams,avg_overall_rating,median_overall_rating,best_overall_rating,worst_overall_rating,starts,motm_awards,eligible_for_leaderboard
2324,2023/2024,home,Marvin Pieringer,408909,15,1,6.766,6.55,7.97,5.95,8,0,True
2324,2023/2024,home,Phillip Tietz,298145,17,1,6.761176470588235,6.69,7.93,6.16,16,1,True
2324,2023/2024,home,Mats Hummels,21541,15,1,6.758,6.78,7.86,5.27,12,0,True
2324,2023/2024,home,Ihlas Bebou,132021,16,1,6.75625,6.5600000000000005,8.67,6.01,10,1,True
2324,2023/2024,home,Nico Elvedi,243534,15,1,6.756,6.76,7.39,5.88,14,0,True
2324,2023/2024,home,Moritz Jenz,425018,11,1,6.746363636363636,6.66,7.5,6.27,10,0,True
2324,2023/2024,home,Andreas Hanche-Olsen,320749,8,1,6.7425,6.83,7.82,6.0,6,0,True
2324,2023/2024,home,Marvin Mehlem,285642,10,1,6.74,6.4399999999999995,8.24,5.69,9,1,True
2324,2023/2024,home,Felix Uduokhai,320002,17,1,6.727647058823529,6.57,7.9,5.2,17,1,True
2324,2023/2024,home,Arne Maier,333350,11,1,6.7272727272727275,6.44,8.55,5.99,4,2,True
2324,2023/2024,home,Pavel Kaderábek,90548,14,1,6.727142857142858,6.609999999999999,8.48,6.05,13,0,True
2324,2023/2024,home,Patrick Osterhage,422716,10,1,6.723999999999999,6.785,7.65,4.9,9,0,True
2324,2023/2024,home,Ozan Kabak,356743,12,1,6.72,6.33,8.76,5.16,12,1,True
2324,2023/2024,home,Niels Nkounkou,386262,15,1,6.716666666666667,6.39,7.98,6.01,5,1,True
2324,2023/2024,home,Sven Ulreich,35506,6,1,6.713333333333334,6.385,8.26,6.01,6,0,True
2324,2023/2024,home,Robin Gosens,141726,15,1,6.711333333333333,6.68,7.68,5.41,14,0,True
2324,2023/2024,home,Niklas Stark,124597,8,1,6.71125,6.24,8.39,6.02,6,0,True
2324,2023/2024,home,Silvan Widmer,103622,10,1,6.705,6.51,8.01,5.93,5,0,True
2324,2023/2024,home,Philipp Hofmann,109478,15,1,6.702,6.68,8.59,5.92,9,1,True
2324,2023/2024,home,Yorbe Vertessen,408059,7,1,6.701428571428572,6.61,7.74,5.74,3,0,True
2324,2023/2024,home,Jan Schöppner,401079,14,1,6.701428571428571,6.595000000000001,8.25,5.75,12,0,True
2324,2023/2024,home,Oliver Baumann,77440,17,1,6.696470588235294,6.66,8.1,5.51,17,0,True
2324,2023/2024,home,Michael Zetterer,280191,13,1,6.696153846153846,6.77,7.53,6.05,13,0,True
2324,2023/2024,home,Moritz Nicolas,322881,13,1,6.693846153846153,6.7,7.75,5.27,13,1,True
2324,2023/2024,home,Niklas Süle,129983,9,1,6.693333333333333,6.54,7.43,5.26,5,0,True
2324,2023/2024,home,Yussuf Poulsen,132943,14,1,6.692857142857143,6.695,7.84,5.92,8,0,True
2324,2023/2024,home,John Anthony Brooks,104899,11,1,6.692727272727273,6.7,7.69,6.1,9,0,True
2324,2023/2024,home,Frederik Rønnow,81842,17,1,6.692352941176471,6.5,8.59,5.29,17,3,True
2324,2023/2024,home,Nicolas Höfler,90982,15,1,6.691999999999999,6.61,7.81,6.09,14,1,True
2324,2023/2024,home,Eric Choupo-Moting,29809,11,1,6.691818181818181,6.38,8.34,6.01,2,0,True
2324,2023/2024,home,Jirí Pavlenka,247458,4,1,6.69,6.6850000000000005,7.69,5.7,4,0,False
2324,2023/2024,home,Jens Grahl,35452,1,1,6.69,6.69,6.69,6.69,1,0,False
2324,2023/2024,home,Aurélio Buta,400500,14,1,6.685714285714285,6.63,7.98,5.96,10,1,True
2324,2023/2024,home,Chris Bedia,420144,2,1,6.6850000000000005,6.6850000000000005,7.4,5.97,0,0,False
2324,2023/2024,home,Matthias Bader,308056,11,1,6.6827272727272735,6.47,8.66,5.99,9,1,True
2324,2023/2024,home,Felix Nmecha,367783,11,1,6.679090909090909,6.53,8.29,5.85,4,0,True
2324,2023/2024,home,Marvin Friedrich,144710,9,1,6.678888888888888,6.69,7.97,6.0,9,0,True
2324,2023/2024,home,Mattias Svanberg,282348,14,1,6.671428571428572,6.535,7.99,5.99,12,0,True
2324,2023/2024,home,Julian Ryerson,320436,11,1,6.668181818181818,6.77,7.4,5.9,11,0,True
2324,2023/2024,home,Lovro Majer,369887,16,1,6.668125,6.4350000000000005,8.28,5.8,12,2,True
2324,2023/2024,home,Mario Götze,80382,15,1,6.667333333333334,6.3,8.37,5.86,12,2,True
2324,2023/2024,home,Manuel Riemann,128289,16,1,6.666875,6.574999999999999,7.92,5.27,16,1,True
2324,2023/2024,home,Alexander Meyer,345363,3,1,6.666666666666667,6.65,7.48,5.87,3,0,False
2324,2023/2024,home,Robert Skov,130123,12,1,6.665833333333333,6.640000000000001,7.88,5.89,6,1,True
2324,2023/2024,home,Jordan Siebatcheu,260812,12,1,6.665,6.484999999999999,8.25,5.97,8,0,True
2324,2023/2024,home,Kevin Behrens,261246,16,2,6.663125,6.475,9.94,5.77,11,1,True
2324,2023/2024,home,Michael Gregoritsch,84919,17,1,6.660588235294118,6.57,7.91,6.05,8,1,True
2324,2023/2024,home,Maximilian Eggestein,254557,16,1,6.6575,6.640000000000001,7.26,6.11,16,0,True
2324,2023/2024,home,Florian Grillitsch,291937,16,1,6.655625,6.625,7.42,5.86,13,0,True
2324,2023/2024,home,Max Finkgräfe,497562,12,1,6.654166666666666,6.59,7.6,5.81,10,0,True
2324,2023/2024,home,Eric Martel,404336,15,1,6.65,6.76,7.72,5.81,15,0,True
2324,2023/2024,home,Jan Thielmann,389376,11,1,6.65,6.69,7.94,5.01,10,0,True
2324,2023/2024,home,Kristijan Jakic,402665,8,2,6.65,6.67,7.13,6.08,7,0,True
2324,2023/2024,home,Patrik Schick,243565,11,1,6.642727272727272,6.17,9.61,6.04,5,1,True
2324,2023/2024,home,Kevin Paredes,393083,15,1,6.6419999999999995,6.5,7.59,5.97,8,0,True
2324,2023/2024,home,Christian Günter,116464,7,1,6.6414285714285715,6.43,7.44,6.12,6,1,True
2324,2023/2024,home,Lukas Klostermann,143600,14,1,6.634285714285714,6.675000000000001,7.59,5.94,10,0,True
2324,2023/2024,home,Kevin Mbabu,115230,12,1,6.633333333333333,6.71,7.16,5.64,11,0,True
2324,2023/2024,home,Sasa Kalajdzic,377271,1,1,6.63,6.63,6.63,6.63,1,0,False
2324,2023/2024,home,Lukás Hrádecký,64846,16,1,6.62875,6.609999999999999,7.36,5.9,16,0,True
2324,2023/2024,home,Ridle Baku,356183,17,1,6.626470588235295,6.46,7.63,5.96,13,0,True
2324,2023/2024,home,Castello Lukeba,415172,16,1,6.623125,6.725,7.57,5.73,11,0,True
2324,2023/2024,home,Rani Khedira,110266,10,1,6.6209999999999996,6.63,7.52,6.01,9,0,True
2324,2023/2024,home,Jonas Omlin,366704,4,1,6.62,6.47,7.5,6.04,4,0,False
2324,2023/2024,home,Timo Werner,130903,4,1,6.62,6.32,7.72,6.12,1,0,False
2324,2023/2024,home,Benedict Hollerbach,485184,16,1,6.61875,6.3149999999999995,8.47,5.65,9,1,True
2324,2023/2024,home,Mads Pedersen,339673,11,1,6.616363636363636,6.77,7.4,6.01,8,0,True
2324,2023/2024,home,Piero Hincapié,404832,14,1,6.615714285714286,6.525,7.59,5.98,7,0,True
2324,2023/2024,home,Christoph Zimmermann,228569,9,1,6.614444444444445,6.53,7.32,6.04,5,0,True
2324,2023/2024,home,Danilho Doekhi,303076,12,1,6.614166666666667,6.5600000000000005,7.91,5.57,12,0,True
2324,2023/2024,home,Janis Blaswich,104885,10,1,6.609,6.5649999999999995,7.75,5.94,10,0,True
2324,2023/2024,home,Christopher Antwi-Adjei,361431,11,1,6.608181818181818,6.65,7.21,5.93,6,0,True
2324,2023/2024,home,Finn Dahmen,353985,16,1,6.6075,6.83,7.65,5.4,16,0,True
2324,2023/2024,home,Christopher Trimmel,71757,13,1,6.606923076923077,6.47,7.8,5.96,9,1,True
2324,2023/2024,home,Jamie Leweling,379252,17,1,6.605882352941176,6.32,7.85,5.96,8,0,True
2324,2023/2024,home,Dejan Ljubicic,363662,12,1,6.605,6.48,8.03,5.88,11,1,True
2324,2023/2024,home,Benjamin Sesko,424191,17,1,6.603529411764706,6.32,8.01,5.73,7,0,True
2324,2023/2024,home,Kevin Kampl,80994,13,1,6.603076923076923,6.55,8.01,5.92,8,0,True
2324,2023/2024,home,Maximilian Wittek,226599,10,1,6.603,6.59,7.37,5.88,6,0,True
2324,2023/2024,home,Robin Knoche,100591,13,1,6.600769230769231,6.61,7.37,5.96,11,0,True
2324,2023/2024,home,Rogério,345682,6,1,6.598333333333333,6.375,7.77,6.0,4,0,True
2324,2023/2024,home,Robin Zentner,245634,15,1,6.596666666666667,6.81,7.63,5.55,15,0,True
2324,2023/2024,home,Manuel Neuer,13754,11,1,6.593636363636364,6.68,7.52,5.26,11,0,True
2324,2023/2024,home,David Datro Fofana,410522,7,1,6.591428571428572,6.57,7.52,5.56,4,0,True
2324,2023/2024,home,Yannick Gerhardt,130899,11,1,6.585454545454545,6.46,7.73,5.92,9,1,True
2324,2023/2024,home,Omar Haktab Traoré,485191,17,1,6.581764705882353,6.68,7.32,5.73,16,0,True
2324,2023/2024,home,Mateu Morey,384368,2,1,6.58,6.58,7.06,6.1,1,0,False
2324,2023/2024,home,Norman Theuerkauf,19910,9,1,6.576666666666666,6.57,7.09,6.05,4,0,True
2324,2023/2024,home,Diogo Leite,361852,16,1,6.575,6.615,7.23,5.81,16,0,True
2324,2023/2024,home,Hugo Larsson,443796,14,1,6.57,6.41,8.25,5.96,9,0,True
2324,2023/2024,home,Christoph Baumgartner,369979,16,1,6.56875,6.67,7.5,5.9,6,0,True
2324,2023/2024,home,Marius Bülter,361419,14,1,6.565714285714286,6.38,8.67,5.36,9,0,True
2324,2023/2024,home,Woo-yeong Jeong,366868,14,1,6.563571428571429,6.225,7.49,5.96,3,0,True
2324,2023/2024,home,Daniel Batz,91023,2,1,6.5600000000000005,6.5600000000000005,6.8,6.32,2,0,False
2324,2023/2024,home,Lukas Kübler,111306,12,1,6.56,6.5649999999999995,7.71,5.57,9,0,True
2324,2023/2024,home,Rafael Borré,145777,9,1,6.56,6.44,7.1,6.1,6,0,True
2324,2023/2024,home,Ansgar Knauff,403747,15,1,6.557333333333333,6.33,7.74,5.77,10,0,True
2324,2023/2024,home,Tobias Kempe,291930,13,1,6.556923076923076,6.4,7.65,5.77,8,0,True
2324,2023/2024,home,Davie Selke,137852,9,1,6.555555555555555,6.22,7.89,5.82,7,1,True
2324,2023/2024,home,Lennard Maloney,352891,14,1,6.550714285714286,6.515000000000001,7.79,5.44,14,0,True
2324,2023/2024,home,Brenden Aaronson,371012,14,1,6.548571428571428,6.234999999999999,8.43,5.89,7,1,True
2324,2023/2024,home,Erhan Masovic,377259,15,1,6.543333333333334,6.55,7.22,5.71,12,0,True
2324,2023/2024,home,Senne Lynen,420405,16,1,6.5425,6.43,7.33,5.95,10,0,True
2324,2023/2024,home,Josha Vagnoman,354241,9,1,6.538888888888889,6.4,7.46,5.99,5,0,True
2324,2023/2024,home,Julián Malatini,404835,5,1,6.537999999999999,6.59,7.12,6.0,2,0,True
2324,2023/2024,home,Fredrik Jensen,322087,13,1,6.5346153846153845,6.5,7.51,6.01,10,0,True
2324,2023/2024,home,Joe Scally,363069,16,1,6.53125,6.445,8.09,5.76,14,0,True
2324,2023/2024,home,Luca Pfeiffer,400876,15,1,6.530666666666666,6.56,7.35,5.81,13,0,True
2324,2023/2024,home,Tim Skarke,285654,14,1,6.53,6.265000000000001,8.2,5.79,14,0,True
2324,2023/2024,home,Dominik Kohr,110165,17,1,6.528823529411764,6.59,7.4,5.39,14,0,True
2324,2023/2024,home,Noah Weisshaupt,422720,12,1,6.526666666666666,6.470000000000001,7.26,5.98,3,0,True
2324,2023/2024,home,Takuma Asano,126316,14,1,6.523571428571429,6.375,7.44,5.81,13,0,True
2324,2023/2024,home,Kiliann Sildillia,409338,13,1,6.5200000000000005,6.5,7.18,5.94,9,0,True
2324,2023/2024,home,Leonidas Stergiou,401742,6,1,6.516666666666667,6.225,7.54,5.99,2,0,True
2324,2023/2024,home,Karim Onisiwo,313405,14,1,6.512142857142857,6.49,7.65,5.94,8,0,True
2324,2023/2024,home,Koen Casteels,73797,12,1,6.510000000000001,6.42,8.02,4.91,12,0,True
2324,2023/2024,home,Nathan Ngoumou,375341,16,1,6.509375,6.43,8.42,5.53,7,0,True
2324,2023/2024,home,Milos Veljkovic,141399,12,1,6.5075,6.33,8.05,5.78,11,1,True
2324,2023/2024,home,Leonardo Bittencourt,100805,15,1,6.500666666666666,6.46,7.27,5.93,10,0,True
2324,2023/2024,home,Cédric Zesiger,383857,11,1,6.498181818181819,6.3,7.58,5.95,9,0,True
2324,2023/2024,home,Nathan Tella,395472,13,1,6.497692307692308,6.28,7.38,5.98,3,0,True
2324,2023/2024,home,Youssoufa Moukoko,406701,9,1,6.496666666666666,6.11,8.88,5.95,2,0,True
2324,2023/2024,home,Stanley Nsoki,349755,5,1,6.496,6.69,7.74,5.14,3,1,True
2324,2023/2024,home,Lukas Nmecha,347340,2,1,6.495,6.495,7.07,5.92,0,0,False
2324,2023/2024,home,Felix Agu,379190,12,1,6.494166666666666,6.53,7.06,5.81,9,0,True
2324,2023/2024,home,Grischa Prömel,278125,15,1,6.486,6.38,7.71,6.05,15,0,True
2324,2023/2024,home,Elvis Rexhbeçaj,349837,14,1,6.482857142857143,6.355,7.65,5.78,13,0,True
2324,2023/2024,home,Donny van de Beek,275035,4,1,6.4825,6.41,7.0,6.11,2,0,False
2324,2023/2024,home,Mathys Tel,422885,17,1,6.4811764705882355,6.35,7.73,5.83,2,0,True
2324,2023/2024,home,Anthony Jung,115565,17,1,6.4799999999999995,6.42,7.57,5.43,16,0,True
2324,2023/2024,home,Patric Pfeiffer,379243,5,1,6.478,6.32,7.54,5.86,2,0,True
2324,2023/2024,home,Josuha Guilavogui,70105,5,1,6.476000000000001,6.4,6.96,6.14,2,0,True
2324,2023/2024,home,Aster Vranckx,399957,12,1,6.470833333333334,6.305,7.44,5.99,6,0,True
2324,2023/2024,home,Jonas Föhrenbach,280715,17,1,6.4682352941176475,6.46,7.45,5.77,16,0,True
2324,2023/2024,home,Josip Juranovic,271603,11,1,6.466363636363636,6.39,7.23,5.38,8,0,True
2324,2023/2024,home,Benedikt Gimber,291623,12,1,6.464166666666666,6.535,7.58,4.94,12,0,True
2324,2023/2024,home,Maxim Leitsch,321175,4,1,6.4624999999999995,6.289999999999999,7.27,6.0,2,0,False
2324,2023/2024,home,Dominique Heintz,110132,6,1,6.461666666666667,6.425000000000001,7.02,6.03,2,0,True
2324,2023/2024,home,Bouna Sarr,104747,1,1,6.46,6.46,6.46,6.46,1,0,False
2324,2023/2024,home,Nicolai Rapp,261618,1,1,6.46,6.46,6.46,6.46,1,0,False
2324,2023/2024,home,Fabian Holland,112490,13,1,6.458461538461538,6.38,7.68,5.35,13,0,True
2324,2023/2024,home,Fabio Chiarodia,428499,4,1,6.4575,6.375,7.05,6.03,1,0,False
2324,2023/2024,home,Kevin Sessa,354434,15,1,6.454666666666667,6.33,7.9,5.73,4,0,True
2324,2023/2024,home,Adrian Beck,399262,11,1,6.451818181818182,6.39,6.91,6.0,7,0,True
2324,2023/2024,home,Nelson Weiper,459062,2,1,6.449999999999999,6.449999999999999,6.56,6.34,1,0,False
2324,2023/2024,home,Florian Neuhaus,319448,14,1,6.448571428571428,6.365,7.51,5.84,8,0,True
2324,2023/2024,home,Cristian Gamboa,35776,10,1,6.447,6.404999999999999,7.12,6.0,5,0,True
2324,2023/2024,home,Nick Woltemade,386606,16,1,6.446875,6.245,8.31,5.74,4,1,True
2324,2023/2024,home,Kevin Volland,92812,13,1,6.4423076923076925,6.16,8.11,5.45,9,0,True
2324,2023/2024,home,Karim Adeyemi,392646,10,1,6.442,6.390000000000001,6.92,5.93,4,0,True
2324,2023/2024,home,Jordy Makengo,496922,11,1,6.4409090909090905,6.41,7.07,6.04,5,0,True
2324,2023/2024,home,Lucas Tousart,300705,12,1,6.4366666666666665,6.3100000000000005,7.21,5.59,11,0,True
2324,2023/2024,home,Edimilson Fernandes,130964,12,1,6.435,6.369999999999999,7.35,5.97,7,0,True
2324,2023/2024,home,Kilian Fischer,420243,3,1,6.43,6.48,6.81,6.0,2,0,False
2324,2023/2024,home,Paxten Aaronson,413783,2,1,6.43,6.43,6.63,6.23,0,0,False
2324,2023/2024,home,Kevin Akpoguma,132349,8,1,6.4262500000000005,6.3149999999999995,6.99,5.91,5,0,True
2324,2023/2024,home,Gonçalo Paciência,271856,10,1,6.4239999999999995,6.34,7.86,5.69,3,0,True
2324,2023/2024,home,Stefan Lainer,327722,6,1,6.419999999999999,6.375,7.01,6.01,3,0,True
2324,2023/2024,home,Emir Karic,377269,12,1,6.418333333333333,6.1850000000000005,8.03,5.68,9,0,True
2324,2023/2024,home,Patrick Wimmer,418589,7,1,6.417142857142857,6.41,7.37,5.81,5,0,True
2324,2023/2024,home,Aaron Seydel,330791,7,1,6.412857142857143,6.25,7.47,5.86,2,0,True
2324,2023/2024,home,Jérôme Roussillon,97145,10,1,6.411,6.220000000000001,7.26,5.95,4,0,True
2324,2023/2024,home,Noah Mbamba,414601,2,1,6.41,6.41,6.9,5.92,0,0,False
2324,2023/2024,home,Sebastian Polter,77471,4,1,6.405,6.2,7.29,5.93,2,0,False
2324,2023/2024,home,Niklas Dorsch,306637,11,1,6.401818181818182,6.33,7.02,5.7,8,0,True
2324,2023/2024,home,Clemens Riedel,419935,7,1,6.401428571428572,6.4,6.79,5.86,5,0,True
2324,2023/2024,home,Philipp Max,142466,13,1,6.400769230769232,6.21,7.2,5.53,10,0,True
2324,2023/2024,home,Tim Siersleben,397260,5,1,6.4,6.41,7.15,5.5,5,0,True
2324,2023/2024,home,Olivier Deman,407284,13,1,6.396923076923077,6.21,7.57,5.59,8,0,True
2324,2023/2024,home,Steffen Tigges,301066,14,1,6.396428571428571,6.175,7.42,5.99,3,0,True
2324,2023/2024,home,Sebastiaan Bornauw,364235,10,1,6.3950000000000005,6.35,7.16,5.9,8,0,True
2324,2023/2024,home,Rubén Vargas,381550,16,1,6.395,6.3149999999999995,7.08,5.94,13,0,True
2324,2023/2024,home,Janik Haberer,110272,10,1,6.395,6.215,7.47,5.75,5,0,True
2324,2023/2024,home,Umut Tohumcu,438411,10,1,6.394,6.395,6.82,6.11,7,0,True
2324,2023/2024,home,Felix Passlack,312843,8,1,6.39375,6.375,7.39,5.27,7,0,True
2324,2023/2024,home,Thomas Meunier,104376,3,1,6.390000000000001,6.24,6.86,6.07,3,0,False
2324,2023/2024,home,Tom Krauß,367182,13,1,6.39,6.32,7.06,5.86,5,0,True
2324,2023/2024,home,Marvin Schwäbe,249897,17,1,6.388235294117647,6.39,7.64,5.4,17,0,True
2324,2023/2024,home,Linton Maina,354555,16,1,6.38625,6.3,7.17,5.73,12,0,True
2324,2023/2024,home,Arne Engels,410506,16,1,6.385625,6.215,7.52,5.71,6,0,True
2324,2023/2024,home,Tim Oermann,444293,9,1,6.385555555555555,6.27,6.81,6.16,5,0,True
2324,2023/2024,home,Giovanni Reyna,389087,6,1,6.385000000000001,6.265,6.96,6.17,0,0,True
2324,2023/2024,home,Salih Özcan,326403,9,1,6.383333333333333,6.21,7.14,5.79,4,0,True
2324,2023/2024,home,Tiago Tomás,395850,13,1,6.38,6.21,7.31,5.89,5,0,True
2324,2023/2024,home,Philipp Förster,334740,8,1,6.3775,6.275,7.21,6.03,3,0,True
2324,2023/2024,home,Tomás Cvancara,421751,9,1,6.375555555555555,6.34,7.84,5.64,4,0,True
2324,2023/2024,home,Faride Alidou,423881,13,1,6.371538461538462,6.34,7.94,5.7,6,0,True
2324,2023/2024,home,Arthur,437724,1,1,6.37,6.37,6.37,6.37,0,0,False
2324,2023/2024,home,Masaya Okugawa,363497,1,1,6.37,6.37,6.37,6.37,0,0,False
2324,2023/2024,home,Nikola Dovedan,342062,10,1,6.369,6.33,7.33,5.74,2,0,True
2324,2023/2024,home,Leart Paçarada,225523,9,1,6.365555555555556,6.26,7.39,5.82,5,0,True
2324,2023/2024,home,Marius Wolf,312666,12,1,6.361666666666667,6.345,7.1,5.98,6,0,True
2324,2023/2024,home,Christoph Klarer,399623,16,1,6.35875,6.4399999999999995,7.41,5.25,15,0,True
2324,2023/2024,home,Kevin Trapp,66424,16,1,6.35875,6.390000000000001,7.16,4.82,16,0,True
2324,2023/2024,home,Sacha Boey,372280,1,1,6.35,6.35,6.35,6.35,0,0,False
2324,2023/2024,home,Emil Forsberg,141716,7,1,6.345714285714286,6.32,7.3,5.4,3,0,True
2324,2023/2024,home,Frans Krätzig,494113,4,1,6.3425,6.295,6.75,6.03,0,0,False
2324,2023/2024,home,David Jurásek,426258,7,1,6.335714285714286,6.29,6.83,5.97,2,0,True
2324,2023/2024,home,Václav Cerny,291964,11,1,6.334545454545455,6.18,7.16,5.91,6,0,True
2324,2023/2024,home,Jens Petter Hauge,320977,4,1,6.33,6.16,6.93,6.07,0,0,False
2324,2023/2024,home,Noah Atubolu,428308,17,1,6.329411764705882,6.27,7.39,5.49,17,0,True
2324,2023/2024,home,Mikkel Kaufmann,392643,10,1,6.324,6.115,7.22,5.88,1,0,True
2324,2023/2024,home,Merlin Röhl,419945,11,1,6.319090909090909,6.48,6.99,4.79,7,0,True
2324,2023/2024,home,Lukas Daschner,335617,10,1,6.313,6.0,7.77,5.88,1,0,True
2324,2023/2024,home,Robert Gumny,313350,6,1,6.308333333333334,6.279999999999999,7.01,5.92,3,0,True
2324,2023/2024,home,Benno Schmitz,146633,12,1,6.304166666666667,6.1899999999999995,6.83,6.0,6,0,True
2324,2023/2024,home,Christian Groß,77445,10,1,6.304,6.18,7.33,5.66,3,0,True
2324,2023/2024,home,Aïssa Laïdouni,315312,11,1,6.303636363636364,6.31,7.42,5.55,4,0,True
2324,2023/2024,home,Sven Michel,123178,12,1,6.301666666666667,6.109999999999999,7.71,5.61,2,0,True
2324,2023/2024,home,Anthony Rouault,416149,12,1,6.3,6.15,7.17,5.31,6,0,True
2324,2023/2024,home,Klaus Gjasula,236333,10,1,6.299,6.51,7.56,3.61,7,0,True
2324,2023/2024,home,Fabian Schnellhardt,110160,5,1,6.298,6.23,6.85,6.02,1,0,True
2324,2023/2024,home,Rasmus Carstensen,403643,12,1,6.297499999999999,6.300000000000001,7.02,5.47,11,0,True
2324,2023/2024,home,Julian Justvan,394748,9,2,6.296666666666667,6.09,7.7,5.47,5,1,True
2324,2023/2024,home,Oscar Vilhelmsson,442306,14,1,6.295,6.215,7.57,5.69,7,0,True
2324,2023/2024,home,Dion Beljo,428011,15,1,6.294,6.18,7.36,5.84,2,0,True
2324,2023/2024,home,Matús Bero,318295,13,1,6.288461538461538,6.16,7.04,5.58,10,0,True
2324,2023/2024,home,Denis Huseinbasic,444269,15,1,6.287999999999999,6.18,7.42,5.73,9,0,True
2324,2023/2024,home,Moritz Broschinski,465927,13,1,6.287692307692307,6.14,7.85,5.89,6,1,True
2324,2023/2024,home,Alex Král,369861,11,1,6.287272727272727,6.22,7.0,5.89,5,0,True
2324,2023/2024,home,Tom Bischof,431282,7,1,6.285714285714286,6.17,6.82,5.88,0,0,True
2324,2023/2024,home,Tim Breithaupt,404933,7,1,6.282857142857142,6.17,7.6,5.79,3,0,True
2324,2023/2024,home,Paul Jaeckel,353983,4,1,6.2825,6.175,6.81,5.97,1,0,False
2324,2023/2024,home,Borna Sosa,270829,1,1,6.28,6.28,6.28,6.28,0,0,False
2324,2023/2024,home,Eljif Elmas,339579,7,1,6.274285714285715,6.08,7.23,5.88,1,0,True
2324,2023/2024,home,Pavao Pervan,346498,5,1,6.274,6.21,6.73,5.76,5,0,True
2324,2023/2024,home,Sheraldo Becker,137227,4,1,6.2725,6.29,6.82,5.69,2,0,False
2324,2023/2024,home,Dawid Kownacki,296580,9,1,6.271111111111111,6.13,7.23,5.92,1,0,True
2324,2023/2024,home,Mathias Olesen,383287,1,1,6.27,6.27,6.27,6.27,0,0,False
2324,2023/2024,home,Maximilian Philipp,145267,10,1,6.261,6.165,7.11,5.9,1,0,True
2324,2023/2024,home,Sargis Adamyan,124014,11,1,6.259090909090909,6.17,6.84,5.88,5,0,True
2324,2023/2024,home,Manuel Gulde,77451,15,1,6.258666666666667,6.32,7.26,4.9,14,1,True
2324,2023/2024,home,Denis Thomalla,90984,11,1,6.257272727272727,6.22,6.53,6.05,2,0,True
2324,2023/2024,home,Damion Downs,475534,3,1,6.256666666666667,5.91,6.97,5.89,0,0,False
2324,2023/2024,home,Aymen Barkok,329618,6,1,6.253333333333333,6.29,6.47,6.04,0,0,True
2324,2023/2024,home,Marcel Schuhen,115570,16,1,6.25125,6.24,7.87,4.84,16,0,True
2324,2023/2024,home,Jakub Kaminski,401352,8,1,6.24625,6.12,6.87,5.9,1,0,True
2324,2023/2024,home,Marnon Busch,238699,8,1,6.24625,6.27,6.65,5.97,2,0,True
2324,2023/2024,home,Borja Iglesias,259042,2,1,6.245,6.245,6.36,6.13,0,0,False
2324,2023/2024,home,Mark Uth,90969,4,1,6.2425,6.11,6.8,5.95,1,0,False
2324,2023/2024,home,Diadié Samassékou,280982,1,1,6.24,6.24,6.24,6.24,0,0,False
2324,2023/2024,home,Mert Kömür,474412,1,1,6.24,6.24,6.24,6.24,0,0,False
2324,2023/2024,home,Kevin Vogt,72266,15,2,6.2379999999999995,6.35,6.87,5.13,14,0,True
2324,2023/2024,home,Fábio Carvalho,401385,5,1,6.2379999999999995,6.14,6.66,6.02,0,0,True
2324,2023/2024,home,Thomas Isherwood,366085,3,1,6.236666666666667,6.18,6.42,6.11,2,0,False
2324,2023/2024,home,Timothy Chandler,69467,4,1,6.2325,6.1,6.71,6.02,0,0,False
2324,2023/2024,home,Justin Diehl,471783,5,1,6.224,6.28,6.44,5.98,0,0,True
2324,2023/2024,home,Skelly Alvero,489202,3,1,6.223333333333334,6.29,6.33,6.05,1,0,False
2324,2023/2024,home,Florent Muslija,338493,4,1,6.22,6.165,6.55,6.0,0,0,False
2324,2023/2024,home,Samuele Di Benedetto,512331,1,1,6.22,6.22,6.22,6.22,0,0,False
2324,2023/2024,home,Ludovic Ajorque,234364,13,1,6.218461538461539,6.26,7.0,5.49,5,0,True
2324,2023/2024,home,Noah Loosli,486742,5,1,6.215999999999999,6.12,6.97,5.64,2,0,True
2324,2023/2024,home,Jean-Mattéo Bahoya,444748,5,1,6.212000000000001,6.21,6.57,5.98,0,0,True
2324,2023/2024,home,Marcus Müller,510601,1,1,6.21,6.21,6.21,6.21,0,0,False
2324,2023/2024,home,Florian Pick,333325,11,1,6.209090909090909,6.09,7.0,5.91,0,0,True
2324,2023/2024,home,Dennis Geiger,322960,1,1,6.2,6.2,6.2,6.2,0,0,False
2324,2023/2024,home,Braydon Manu,391924,1,1,6.19,6.19,6.19,6.19,1,0,False
2324,2023/2024,home,Nicolas Seiwald,418587,9,1,6.188888888888889,6.16,6.67,5.81,2,0,True
2324,2023/2024,home,Sebastian Rode,65581,5,1,6.188000000000001,6.15,6.49,6.06,1,0,True
2324,2023/2024,home,Christopher Lenz,130897,5,1,6.188,6.14,6.43,6.1,0,0,True
2324,2023/2024,home,Danny da Costa,94934,9,1,6.182222222222222,6.07,6.65,5.78,4,0,True
2324,2023/2024,home,Mërgim Berisha,252217,5,2,6.182,6.02,6.91,5.95,1,0,True
2324,2023/2024,home,Tim Drexler,517608,3,1,6.18,6.11,6.4,6.03,3,0,False
2324,2023/2024,home,Bartol Franjic,404275,10,1,6.175,6.0600000000000005,6.83,5.75,8,0,True
2324,2023/2024,home,Jesper Lindstrøm,403646,1,1,6.17,6.17,6.17,6.17,1,0,False
