scope,unique_players,avg_age,min_age,max_age,missing_age
all_team_entries,569,26.16603914469166,17.10335386721424,40.44900752908966,0
dedup_per_player_and_season,569,26.127675749931736,17.10335386721424,40.44900752908966,0
