season,season_label,game_id,game,team,home_away,player,player_id,overall_rating,is_starting_xi,is_man_of_the_match
2324,2023/2024,1743472,2023-11-04 Borussia Dortmund-Bayern Munich,Bayern,away,Harry Kane,83532,10.0,True,True
2324,2023/2024,1743687,2024-05-12 Darmstadt-Hoffenheim,Hoffenheim,away,Ihlas Bebou,132021,10.0,True,True
2324,2023/2024,1743624,2024-03-16 Darmstadt-Bayern Munich,Bayern,away,Jamal Musiala,395252,10.0,True,True
2324,2023/2024,1743447,2023-10-07 RB Leipzig-Bochum,Bochum,away,Manuel Riemann,128289,10.0,True,True
2324,2023/2024,1743422,2023-09-16 Mainz 05-VfB Stuttgart,Stuttgart,away,Serhou Guirassy,236506,10.0,True,True
2324,2023/2024,1743658,2024-04-20 Hoffenheim-Borussia M.Gladbach,Borussia M.Gladbach,away,Robin Hack,346210,9.78,True,True
2324,2023/2024,1743408,2023-08-26 Darmstadt-Union Berlin,Union Berlin,away,Robin Gosens,141726,9.76,True,True
2324,2023/2024,1743636,2024-04-06 Freiburg-RB Leipzig,RBL,away,Loïs Openda,363618,9.7,True,True
2324,2023/2024,1743606,2024-03-02 Darmstadt-Augsburg,Augsburg,away,Phillip Tietz,298145,9.58,True,True
2324,2023/2024,1743442,2023-09-30 Bochum-Borussia M.Gladbach,Borussia M.Gladbach,away,Alassane Pléa,108585,9.54,True,True
2324,2023/2024,1743653,2024-04-20 Union Berlin-Bayern Munich,Bayern,away,Leon Goretzka,115519,9.54,True,True
2324,2023/2024,1743504,2024-01-20 FC Koln-Borussia Dortmund,Borussia Dortmund,away,Donyell Malen,351354,9.49,True,True
2324,2023/2024,1743519,2024-02-03 Freiburg-VfB Stuttgart,Stuttgart,away,Deniz Undav,357091,9.42,True,True
2324,2023/2024,1743685,2024-05-12 Bochum-Bayer Leverkusen,Leverkusen,away,Josip Stanisic,413272,9.34,True,True
2324,2023/2024,1743626,2024-03-30 RB Leipzig-Mainz 05,Mainz,away,Robin Zentner,245634,9.31,True,True
2324,2023/2024,1743595,2024-02-18 Bochum-Bayern Munich,Bayern,away,Jamal Musiala,395252,9.25,True,True
2324,2023/2024,1743606,2024-03-02 Darmstadt-Augsburg,Augsburg,away,Ermedin Demirovic,351339,9.19,True,False
2324,2023/2024,1743653,2024-04-20 Union Berlin-Bayern Munich,Bayern,away,Harry Kane,83532,9.18,True,False
2324,2023/2024,1743687,2024-05-12 Darmstadt-Hoffenheim,Hoffenheim,away,Florian Grillitsch,291937,9.14,True,False
2324,2023/2024,1743621,2024-03-15 FC Koln-RB Leipzig,RBL,away,Loïs Openda,363618,9.14,True,True
2324,2023/2024,1743633,2024-03-31 VfB Stuttgart-FC Heidenheim,FC Heidenheim,away,Tim Kleindienst,129368,9.13,True,True
2324,2023/2024,1743393,2023-08-18 Werder Bremen-Bayern Munich,Bayern,away,Alphonso Davies,320040,9.08,True,True
2324,2023/2024,1743687,2024-05-12 Darmstadt-Hoffenheim,Hoffenheim,away,Maximilian Beier,387125,9.07,True,False
2324,2023/2024,1743694,2024-05-18 Werder Bremen-Bochum,Bochum,away,Kevin Stöger,104011,9.03,True,False
2324,2023/2024,1743410,2023-09-03 Union Berlin-RB Leipzig,RBL,away,Xavi Simons,399772,8.98,True,True
2324,2023/2024,1743439,2023-09-30 Mainz 05-Bayer Leverkusen,Leverkusen,away,Alejandro Grimaldo,107252,8.92,True,True
2324,2023/2024,1743687,2024-05-12 Darmstadt-Hoffenheim,Hoffenheim,away,Pavel Kaderábek,90548,8.89,True,False
2324,2023/2024,1743619,2024-03-16 Wolfsburg-Augsburg,Augsburg,away,Kristijan Jakic,402665,8.86,True,True
2324,2023/2024,1743525,2024-02-03 Darmstadt-Bayer Leverkusen,Leverkusen,away,Nathan Tella,395472,8.85,True,True
2324,2023/2024,1743621,2024-03-15 FC Koln-RB Leipzig,RBL,away,Xavi Simons,399772,8.83,True,False
2324,2023/2024,1743393,2023-08-18 Werder Bremen-Bayern Munich,Bayern,away,Leroy Sané,144711,8.81,True,False
2324,2023/2024,1743600,2024-03-02 Wolfsburg-VfB Stuttgart,Stuttgart,away,Serhou Guirassy,236506,8.8,True,True
2324,2023/2024,1743413,2023-09-02 Borussia M.Gladbach-Bayern Munich,Bayern,away,Joshua Kimmich,283323,8.77,True,True
2324,2023/2024,1743413,2023-09-02 Borussia M.Gladbach-Bayern Munich,Bayern,away,Leroy Sané,144711,8.77,True,False
2324,2023/2024,1743674,2024-05-04 FC Koln-Freiburg,Freiburg,away,Noah Atubolu,428308,8.76,True,True
2324,2023/2024,1743653,2024-04-20 Union Berlin-Bayern Munich,Bayern,away,Mathys Tel,422885,8.71,True,False
2324,2023/2024,1743653,2024-04-20 Union Berlin-Bayern Munich,Bayern,away,Thomas Müller,37099,8.68,True,False
2324,2023/2024,1743491,2024-01-13 RB Leipzig-Eintracht Frankfurt,Eintracht Frankfurt,away,Kevin Trapp,66424,8.66,True,True
2324,2023/2024,1743629,2024-03-30 Borussia M.Gladbach-Freiburg,Freiburg,away,Michael Gregoritsch,84919,8.65,True,True
2324,2023/2024,1743538,2023-11-25 Eintracht Frankfurt-VfB Stuttgart,Stuttgart,away,Maximilian Mittelstädt,261020,8.63,True,True
2324,2023/2024,1743499,2024-01-21 Bayern Munich-Werder Bremen,Werder Bremen,away,Mitchell Weiser,108914,8.63,True,True
2324,2023/2024,1743486,2023-12-19 Hoffenheim-Darmstadt,Darmstadt,away,Tim Skarke,285654,8.63,True,False
2324,2023/2024,1743588,2024-02-18 Freiburg-Eintracht Frankfurt,Eintracht Frankfurt,away,Ansgar Knauff,403747,8.62,False,True
2324,2023/2024,1743405,2023-08-26 FC Koln-Wolfsburg,Wolfsburg,away,Jonas Wind,353565,8.62,True,True
2324,2023/2024,1743443,2023-09-30 FC Heidenheim-Union Berlin,Union Berlin,away,Kevin Behrens,261246,8.62,True,True
2324,2023/2024,1743625,2024-03-30 Bayern Munich-Borussia Dortmund,Borussia Dortmund,away,Mats Hummels,21541,8.62,True,True
2324,2023/2024,1743668,2024-04-27 Augsburg-Werder Bremen,Werder Bremen,away,Romano Schmid,383847,8.62,True,True
2324,2023/2024,1743478,2023-11-04 Hoffenheim-Bayer Leverkusen,Leverkusen,away,Alejandro Grimaldo,107252,8.61,True,True
2324,2023/2024,1743621,2024-03-15 FC Koln-RB Leipzig,RBL,away,Dani Olmo,261212,8.61,True,False
2324,2023/2024,1743606,2024-03-02 Darmstadt-Augsburg,Augsburg,away,Rubén Vargas,381550,8.61,True,False
2324,2023/2024,1743477,2023-11-04 FC Koln-Augsburg,Augsburg,away,Finn Dahmen,353985,8.6,True,True
2324,2023/2024,1743618,2024-03-17 Freiburg-Bayer Leverkusen,Leverkusen,away,Florian Wirtz,394786,8.59,True,True
2324,2023/2024,1743420,2023-09-16 Freiburg-Borussia Dortmund,Borussia Dortmund,away,Mats Hummels,21541,8.58,True,True
2324,2023/2024,1743606,2024-03-02 Darmstadt-Augsburg,Augsburg,away,Fredrik Jensen,322087,8.57,True,False
2324,2023/2024,1743500,2024-01-20 RB Leipzig-Bayer Leverkusen,Leverkusen,away,Alejandro Grimaldo,107252,8.55,True,True
2324,2023/2024,1743393,2023-08-18 Werder Bremen-Bayern Munich,Bayern,away,Harry Kane,83532,8.53,True,False
2324,2023/2024,1743436,2023-09-30 RB Leipzig-Bayern Munich,Bayern,away,Leroy Sané,144711,8.52,True,True
2324,2023/2024,1743600,2024-03-02 Wolfsburg-VfB Stuttgart,Stuttgart,away,Maximilian Mittelstädt,261020,8.52,True,False
2324,2023/2024,1743578,2024-02-10 Werder Bremen-FC Heidenheim,FC Heidenheim,away,Niklas Beste,353193,8.52,True,True
2324,2023/2024,1743497,2024-01-13 Augsburg-Bayer Leverkusen,Leverkusen,away,Alejandro Grimaldo,107252,8.51,True,True
2324,2023/2024,1743625,2024-03-30 Bayern Munich-Borussia Dortmund,Borussia Dortmund,away,Julian Ryerson,320436,8.51,True,False
2324,2023/2024,1743473,2023-11-04 Union Berlin-Eintracht Frankfurt,Eintracht Frankfurt,away,Omar Marmoush,394749,8.51,True,True
2324,2023/2024,1743416,2023-09-02 Augsburg-Bochum,Bochum,away,Takuma Asano,126316,8.51,True,True
2324,2023/2024,1743461,2023-10-22 FC Heidenheim-Augsburg,Augsburg,away,Phillip Tietz,298145,8.5,True,True
2324,2023/2024,1743566,2023-12-16 Mainz 05-FC Heidenheim,FC Heidenheim,away,Benedikt Gimber,291623,8.49,True,True
2324,2023/2024,1743538,2023-11-25 Eintracht Frankfurt-VfB Stuttgart,Stuttgart,away,Deniz Undav,357091,8.49,True,False
2324,2023/2024,1743497,2024-01-13 Augsburg-Bayer Leverkusen,Leverkusen,away,Exequiel Palacios,299684,8.46,True,False
2324,2023/2024,1743480,2023-11-03 Darmstadt-Bochum,Bochum,away,Takuma Asano,126316,8.46,True,False
2324,2023/2024,1743622,2024-03-16 Hoffenheim-VfB Stuttgart,Stuttgart,away,Serhou Guirassy,236506,8.45,True,True
2324,2023/2024,1743426,2023-09-17 Darmstadt-Borussia M.Gladbach,Borussia M.Gladbach,away,Florian Neuhaus,319448,8.44,False,True
2324,2023/2024,1743598,2024-03-02 Union Berlin-Borussia Dortmund,Borussia Dortmund,away,Ian Maatsen,384134,8.43,True,True
2324,2023/2024,1743671,2024-05-05 Union Berlin-Bochum,Bochum,away,Maximilian Wittek,226599,8.43,True,True
2324,2023/2024,1743541,2023-11-26 Hoffenheim-Mainz 05,Mainz,away,Edimilson Fernandes,130964,8.41,True,True
2324,2023/2024,1743491,2024-01-13 RB Leipzig-Eintracht Frankfurt,Eintracht Frankfurt,away,Niels Nkounkou,386262,8.41,True,False
2324,2023/2024,1743410,2023-09-03 Union Berlin-RB Leipzig,RBL,away,Benjamin Sesko,424191,8.39,False,False
2324,2023/2024,1743486,2023-12-19 Hoffenheim-Darmstadt,Darmstadt,away,Luca Pfeiffer,400876,8.39,True,False
2324,2023/2024,1743489,2023-12-20 FC Heidenheim-Freiburg,Freiburg,away,Lucas Höler,227655,8.38,True,False
2324,2023/2024,1743622,2024-03-16 Hoffenheim-VfB Stuttgart,Stuttgart,away,Enzo Millot,398374,8.37,True,False
2324,2023/2024,1743451,2023-10-07 Werder Bremen-Hoffenheim,Hoffenheim,away,Grischa Prömel,278125,8.37,True,True
2324,2023/2024,1743647,2024-04-13 Borussia M.Gladbach-Borussia Dortmund,Borussia Dortmund,away,Nico Schlotterbeck,371275,8.37,True,True
2324,2023/2024,1743689,2024-05-18 Union Berlin-Freiburg,Freiburg,away,Noah Atubolu,428308,8.37,True,True
2324,2023/2024,1743588,2024-02-18 Freiburg-Eintracht Frankfurt,Eintracht Frankfurt,away,Omar Marmoush,394749,8.37,True,False
2324,2023/2024,1743404,2023-08-26 Borussia M.Gladbach-Bayer Leverkusen,Leverkusen,away,Florian Wirtz,394786,8.35,True,True
2324,2023/2024,1743560,2023-12-10 VfB Stuttgart-Bayer Leverkusen,Leverkusen,away,Florian Wirtz,394786,8.35,True,False
2324,2023/2024,1743515,2024-01-27 Augsburg-Bayern Munich,Bayern,away,Jamal Musiala,395252,8.35,True,False
2324,2023/2024,1743519,2024-02-03 Freiburg-VfB Stuttgart,Stuttgart,away,Maximilian Mittelstädt,261020,8.34,True,False
2324,2023/2024,1743598,2024-03-02 Union Berlin-Borussia Dortmund,Borussia Dortmund,away,Nico Schlotterbeck,371275,8.34,True,False
2324,2023/2024,1743450,2023-10-06 Borussia M.Gladbach-Mainz 05,Mainz,away,Robin Zentner,245634,8.34,True,True
2324,2023/2024,1743621,2024-03-15 FC Koln-RB Leipzig,RBL,away,David Raum,330538,8.33,True,False
2324,2023/2024,1743629,2024-03-30 Borussia M.Gladbach-Freiburg,Freiburg,away,Maximilian Eggestein,254557,8.33,True,False
2324,2023/2024,1743408,2023-08-26 Darmstadt-Union Berlin,Union Berlin,away,Josip Juranovic,271603,8.32,True,False
2324,2023/2024,1743547,2023-12-03 Mainz 05-Freiburg,Freiburg,away,Michael Gregoritsch,84919,8.32,True,True
2324,2023/2024,1743510,2024-01-27 Bayer Leverkusen-Borussia M.Gladbach,Borussia M.Gladbach,away,Moritz Nicolas,322881,8.32,True,True
2324,2023/2024,1743573,2024-02-25 Borussia Dortmund-Hoffenheim,Hoffenheim,away,Maximilian Beier,387125,8.31,True,True
2324,2023/2024,1743408,2023-08-26 Darmstadt-Union Berlin,Union Berlin,away,Danilho Doekhi,303076,8.3,True,False
2324,2023/2024,1743474,2023-11-04 Freiburg-Borussia M.Gladbach,Borussia M.Gladbach,away,Jordan Siebatcheu,260812,8.3,True,True
2324,2023/2024,1743512,2024-01-27 Wolfsburg-FC Koln,FC Koln,away,Max Finkgräfe,497562,8.29,True,True
2324,2023/2024,1743526,2023-11-11 Bayern Munich-FC Heidenheim,FC Heidenheim,away,Tim Kleindienst,129368,8.29,True,False
2324,2023/2024,1743544,2024-01-24 Bayern Munich-Union Berlin,Union Berlin,away,Frederik Rønnow,81842,8.28,True,False
2324,2023/2024,1743460,2023-10-21 Hoffenheim-Eintracht Frankfurt,Eintracht Frankfurt,away,Omar Marmoush,394749,8.28,True,True
2324,2023/2024,1743626,2024-03-30 RB Leipzig-Mainz 05,Mainz,away,Sepp van den Berg,351705,8.28,True,False
2324,2023/2024,1743685,2024-05-12 Bochum-Bayer Leverkusen,Leverkusen,away,Arthur,437724,8.27,True,False
2324,2023/2024,1743653,2024-04-20 Union Berlin-Bayern Munich,Bayern,away,Eric Choupo-Moting,29809,8.26,True,False
2324,2023/2024,1743628,2024-03-30 Eintracht Frankfurt-Union Berlin,Union Berlin,away,Danilho Doekhi,303076,8.25,True,True
2324,2023/2024,1743575,2024-02-11 Hoffenheim-FC Koln,FC Koln,away,Max Finkgräfe,497562,8.25,True,True
2324,2023/2024,1743599,2024-03-01 Freiburg-Bayern Munich,Bayern,away,Jamal Musiala,395252,8.24,True,False
2324,2023/2024,1743440,2023-09-30 FC Koln-VfB Stuttgart,Stuttgart,away,Chris Führich,349888,8.23,True,True
2324,2023/2024,1743624,2024-03-16 Darmstadt-Bayern Munich,Bayern,away,Joshua Kimmich,283323,8.23,True,False
2324,2023/2024,1743442,2023-09-30 Bochum-Borussia M.Gladbach,Borussia M.Gladbach,away,Max Wöber,301024,8.23,True,False
2324,2023/2024,1743410,2023-09-03 Union Berlin-RB Leipzig,RBL,away,Dani Olmo,261212,8.22,True,False
2324,2023/2024,1743622,2024-03-16 Hoffenheim-VfB Stuttgart,Stuttgart,away,Maximilian Mittelstädt,261020,8.22,True,False
2324,2023/2024,1743398,2023-08-19 Augsburg-Borussia M.Gladbach,Borussia M.Gladbach,away,Tomás Cvancara,421751,8.22,True,True
2324,2023/2024,1743404,2023-08-26 Borussia M.Gladbach-Bayer Leverkusen,Leverkusen,away,Victor Boniface,384000,8.22,True,False
2324,2023/2024,1743461,2023-10-22 FC Heidenheim-Augsburg,Augsburg,away,Fredrik Jensen,322087,8.21,True,False
2324,2023/2024,1743570,2023-12-16 Darmstadt-Wolfsburg,Wolfsburg,away,Lovro Majer,369887,8.21,True,True
2324,2023/2024,1743452,2023-10-07 Augsburg-Darmstadt,Darmstadt,away,Tim Skarke,285654,8.21,True,True
2324,2023/2024,1743596,2024-02-17 FC Heidenheim-Bayer Leverkusen,Leverkusen,away,Amine Adli,389409,8.2,True,True
2324,2023/2024,1743596,2024-02-17 FC Heidenheim-Bayer Leverkusen,Leverkusen,away,Florian Wirtz,394786,8.2,True,False
2324,2023/2024,1743407,2023-08-26 FC Heidenheim-Hoffenheim,Hoffenheim,away,Oliver Baumann,77440,8.2,True,False
2324,2023/2024,1743597,2024-02-17 Darmstadt-VfB Stuttgart,Stuttgart,away,Waldemar Anton,296768,8.2,True,True
2324,2023/2024,1743440,2023-09-30 FC Koln-VfB Stuttgart,Stuttgart,away,Alexander Nübel,260770,8.19,True,False
2324,2023/2024,1743410,2023-09-03 Union Berlin-RB Leipzig,RBL,away,Benjamin Henrichs,296769,8.19,True,False
2324,2023/2024,1743668,2024-04-27 Augsburg-Werder Bremen,Werder Bremen,away,Senne Lynen,420405,8.19,True,False
2324,2023/2024,1743686,2024-05-10 Augsburg-VfB Stuttgart,Stuttgart,away,Serhou Guirassy,236506,8.19,True,True
2324,2023/2024,1743657,2024-04-20 FC Koln-Darmstadt,Darmstadt,away,Christoph Klarer,399623,8.18,True,True
2324,2023/2024,1743525,2024-02-03 Darmstadt-Bayer Leverkusen,Leverkusen,away,Florian Wirtz,394786,8.18,True,False
2324,2023/2024,1743572,2024-02-10 Borussia M.Gladbach-Darmstadt,Darmstadt,away,Marcel Schuhen,115570,8.18,True,True
2324,2023/2024,1743496,2024-01-14 Bochum-Werder Bremen,Werder Bremen,away,Niklas Stark,124597,8.18,True,True
2324,2023/2024,1743525,2024-02-03 Darmstadt-Bayer Leverkusen,Leverkusen,away,Alejandro Grimaldo,107252,8.16,True,False
2324,2023/2024,1743651,2024-04-14 Darmstadt-Freiburg,Freiburg,away,Ritsu Doan,343435,8.16,True,True
2324,2023/2024,1743424,2023-09-16 Bochum-Eintracht Frankfurt,Eintracht Frankfurt,away,Junior Dina Ebimbe,372927,8.15,True,True
2324,2023/2024,1743613,2024-03-10 Bochum-Freiburg,Freiburg,away,Michael Gregoritsch,84919,8.15,True,False
2324,2023/2024,1743475,2023-11-05 Wolfsburg-Werder Bremen,Werder Bremen,away,Rafael Borré,145777,8.14,True,True
2324,2023/2024,1743652,2024-04-21 Borussia Dortmund-Bayer Leverkusen,Leverkusen,away,Josip Stanisic,413272,8.13,True,True
2324,2023/2024,1743499,2024-01-21 Bayern Munich-Werder Bremen,Werder Bremen,away,Michael Zetterer,280191,8.13,True,False
2324,2023/2024,1743602,2024-03-03 FC Koln-Bayer Leverkusen,Leverkusen,away,Alejandro Grimaldo,107252,8.12,True,True
2324,2023/2024,1743693,2024-05-18 Hoffenheim-Bayern Munich,Bayern,away,Mathys Tel,422885,8.12,True,False
2324,2023/2024,1743397,2023-08-19 Hoffenheim-Freiburg,Freiburg,away,Roland Sallai,243889,8.12,True,False
2324,2023/2024,1743634,2024-04-06 Borussia Dortmund-VfB Stuttgart,Stuttgart,away,Alexander Nübel,260770,8.11,True,True
2324,2023/2024,1743531,2023-11-11 Bochum-FC Koln,FC Koln,away,Davie Selke,137852,8.11,True,True
2324,2023/2024,1743442,2023-09-30 Bochum-Borussia M.Gladbach,Borussia M.Gladbach,away,Jordan Siebatcheu,260812,8.11,True,False
2324,2023/2024,1743547,2023-12-03 Mainz 05-Freiburg,Freiburg,away,Noah Atubolu,428308,8.11,True,False
2324,2023/2024,1743471,2023-10-28 VfB Stuttgart-Hoffenheim,Hoffenheim,away,Wout Weghorst,115479,8.11,True,False
2324,2023/2024,1743569,2023-12-16 Augsburg-Borussia Dortmund,Borussia Dortmund,away,Donyell Malen,351354,8.1,True,True
2324,2023/2024,1743404,2023-08-26 Borussia M.Gladbach-Bayer Leverkusen,Leverkusen,away,Jonathan Tah,134946,8.1,True,False
2324,2023/2024,1743687,2024-05-12 Darmstadt-Hoffenheim,Hoffenheim,away,Andrej Kramaric,75217,8.08,True,False
2324,2023/2024,1743546,2023-12-03 Bayer Leverkusen-Borussia Dortmund,Borussia Dortmund,away,Julian Ryerson,320436,8.08,True,True
2324,2023/2024,1743560,2023-12-10 VfB Stuttgart-Bayer Leverkusen,Leverkusen,away,Lukás Hrádecký,64846,8.08,True,False
2324,2023/2024,1743567,2023-12-15 Borussia M.Gladbach-Werder Bremen,Werder Bremen,away,Rafael Borré,145777,8.08,True,False
2324,2023/2024,1743596,2024-02-17 FC Heidenheim-Bayer Leverkusen,Leverkusen,away,Alejandro Grimaldo,107252,8.07,True,False
2324,2023/2024,1743540,2023-11-24 FC Koln-Bayern Munich,Bayern,away,Kingsley Coman,125883,8.07,True,True
2324,2023/2024,1743604,2024-03-02 Bochum-RB Leipzig,RBL,away,Amadou Haidara,298837,8.06,True,True
2324,2023/2024,1743638,2024-04-07 Wolfsburg-Borussia M.Gladbach,Borussia M.Gladbach,away,Franck Honorat,137837,8.06,True,True
2324,2023/2024,1743404,2023-08-26 Borussia M.Gladbach-Bayer Leverkusen,Leverkusen,away,Jonas Hofmann,115163,8.06,True,False
2324,2023/2024,1743618,2024-03-17 Freiburg-Bayer Leverkusen,Leverkusen,away,Patrik Schick,243565,8.06,True,False
2324,2023/2024,1743533,2023-11-11 VfB Stuttgart-Borussia Dortmund,Borussia Dortmund,away,Gregor Kobel,336028,8.05,True,True
2324,2023/2024,1743503,2024-01-21 Borussia M.Gladbach-Augsburg,Augsburg,away,Kevin Mbabu,115230,8.05,True,True
2324,2023/2024,1743672,2024-05-05 Eintracht Frankfurt-Bayer Leverkusen,Leverkusen,away,Adam Hlozek,399385,8.04,True,True
2324,2023/2024,1743418,2023-09-15 Bayern Munich-Bayer Leverkusen,Leverkusen,away,Alejandro Grimaldo,107252,8.04,True,True
2324,2023/2024,1743553,2023-12-09 Borussia Dortmund-RB Leipzig,RBL,away,David Raum,330538,8.04,True,True
2324,2023/2024,1743457,2023-10-21 Wolfsburg-Bayer Leverkusen,Leverkusen,away,Jeremie Frimpong,392644,8.03,True,True
2324,2023/2024,1743631,2024-03-31 Bochum-Darmstadt,Darmstadt,away,Julian Justvan,394748,8.03,True,False
2324,2023/2024,1743668,2024-04-27 Augsburg-Werder Bremen,Werder Bremen,away,Marvin Ducksch,115509,8.02,True,False
2324,2023/2024,1743410,2023-09-03 Union Berlin-RB Leipzig,RBL,away,Willi Orbán,104917,8.02,True,False
2324,2023/2024,1743581,2024-02-10 Augsburg-RB Leipzig,RBL,away,Benjamin Sesko,424191,8.01,True,True
2324,2023/2024,1743420,2023-09-16 Freiburg-Borussia Dortmund,Borussia Dortmund,away,Donyell Malen,351354,8.01,True,False
2324,2023/2024,1743591,2024-02-24 VfB Stuttgart-FC Koln,FC Koln,away,Eric Martel,404336,8.01,True,True
2324,2023/2024,1743429,2023-09-23 Union Berlin-Hoffenheim,Hoffenheim,away,Oliver Baumann,77440,8.01,True,True
2324,2023/2024,1743623,2024-03-16 FC Heidenheim-Borussia M.Gladbach,Borussia M.Gladbach,away,Robin Hack,346210,8.01,True,False
2324,2023/2024,1743531,2023-11-11 Bochum-FC Koln,FC Koln,away,Jeff Chabot,343317,8.0,True,False
2324,2023/2024,1743438,2023-09-30 Wolfsburg-Eintracht Frankfurt,Eintracht Frankfurt,away,Kevin Trapp,66424,8.0,True,False
2324,2023/2024,1743472,2023-11-04 Borussia Dortmund-Bayern Munich,Bayern,away,Leroy Sané,144711,8.0,True,False
2324,2023/2024,1743455,2023-10-21 Union Berlin-VfB Stuttgart,Stuttgart,away,Anthony Rouault,416149,7.99,True,True
2324,2023/2024,1743624,2024-03-16 Darmstadt-Bayern Munich,Bayern,away,Harry Kane,83532,7.99,True,False
2324,2023/2024,1743501,2024-01-20 Freiburg-Hoffenheim,Hoffenheim,away,Maximilian Beier,387125,7.99,True,False
2324,2023/2024,1743612,2024-03-09 Werder Bremen-Borussia Dortmund,Borussia Dortmund,away,Donyell Malen,351354,7.98,True,True
2324,2023/2024,1743460,2023-10-21 Hoffenheim-Eintracht Frankfurt,Eintracht Frankfurt,away,Ellyes Skhiri,238903,7.98,True,False
2324,2023/2024,1743442,2023-09-30 Bochum-Borussia M.Gladbach,Borussia M.Gladbach,away,Florian Neuhaus,319448,7.98,True,False
2324,2023/2024,1743542,2023-11-25 Werder Bremen-Bayer Leverkusen,Leverkusen,away,Jeremie Frimpong,392644,7.98,True,True
2324,2023/2024,1743596,2024-02-17 FC Heidenheim-Bayer Leverkusen,Leverkusen,away,Jeremie Frimpong,392644,7.98,True,False
2324,2023/2024,1743689,2024-05-18 Union Berlin-Freiburg,Freiburg,away,Ritsu Doan,343435,7.98,True,False
2324,2023/2024,1743502,2024-02-07 Mainz 05-Union Berlin,Union Berlin,away,Robin Gosens,141726,7.98,True,True
2324,2023/2024,1743654,2024-04-21 Freiburg-Mainz 05,Mainz,away,Anthony Caci,321145,7.97,True,True
2324,2023/2024,1743485,2023-12-20 Wolfsburg-Bayern Munich,Bayern,away,Jamal Musiala,395252,7.97,True,True
2324,2023/2024,1743413,2023-09-02 Borussia M.Gladbach-Bayern Munich,Bayern,away,Konrad Laimer,248010,7.97,False,False
2324,2023/2024,1743487,2023-12-19 Werder Bremen-RB Leipzig,RBL,away,Loïs Openda,363618,7.97,True,True
2324,2023/2024,1743598,2024-03-02 Union Berlin-Borussia Dortmund,Borussia Dortmund,away,Niklas Süle,129983,7.97,True,False
2324,2023/2024,1743636,2024-04-06 Freiburg-RB Leipzig,RBL,away,Amadou Haidara,298837,7.96,True,False
2324,2023/2024,1743611,2024-03-09 Borussia M.Gladbach-FC Koln,FC Koln,away,Faride Alidou,423881,7.96,True,False
2324,2023/2024,1743570,2023-12-16 Darmstadt-Wolfsburg,Wolfsburg,away,Koen Casteels,73797,7.96,True,False
2324,2023/2024,1743462,2023-10-21 Darmstadt-RB Leipzig,RBL,away,Loïs Openda,363618,7.96,True,True
2324,2023/2024,1743471,2023-10-28 VfB Stuttgart-Hoffenheim,Hoffenheim,away,Oliver Baumann,77440,7.96,True,False
2324,2023/2024,1743471,2023-10-28 VfB Stuttgart-Hoffenheim,Hoffenheim,away,Robert Skov,130123,7.95,True,False
2324,2023/2024,1743455,2023-10-21 Union Berlin-VfB Stuttgart,Stuttgart,away,Waldemar Anton,296768,7.95,True,False
2324,2023/2024,1743547,2023-12-03 Mainz 05-Freiburg,Freiburg,away,Philipp Lienhart,298446,7.94,True,False
2324,2023/2024,1743621,2024-03-15 FC Koln-RB Leipzig,RBL,away,Amadou Haidara,298837,7.93,True,False
2324,2023/2024,1743473,2023-11-04 Union Berlin-Eintracht Frankfurt,Eintracht Frankfurt,away,Hugo Larsson,443796,7.93,True,False
2324,2023/2024,1743647,2024-04-13 Borussia M.Gladbach-Borussia Dortmund,Borussia Dortmund,away,Marcel Sabitzer,92051,7.93,True,False
2324,2023/2024,1743629,2024-03-30 Borussia M.Gladbach-Freiburg,Freiburg,away,Merlin Röhl,419945,7.93,True,False
2324,2023/2024,1743407,2023-08-26 FC Heidenheim-Hoffenheim,Hoffenheim,away,Andrej Kramaric,75217,7.92,True,False
2324,2023/2024,1743604,2024-03-02 Bochum-RB Leipzig,RBL,away,Dani Olmo,261212,7.92,True,False
2324,2023/2024,1743634,2024-04-06 Borussia Dortmund-VfB Stuttgart,Stuttgart,away,Jamie Leweling,379252,7.92,True,False
2324,2023/2024,1743458,2023-10-21 Mainz 05-Bayern Munich,Bayern,away,Leon Goretzka,115519,7.92,True,True
2324,2023/2024,1743593,2024-02-16 FC Koln-Werder Bremen,Werder Bremen,away,Marco Friedl,333227,7.92,True,True
2324,2023/2024,1743407,2023-08-26 FC Heidenheim-Hoffenheim,Hoffenheim,away,Maximilian Beier,387125,7.92,False,False
2324,2023/2024,1743642,2024-04-06 FC Koln-Bochum,Bochum,away,Felix Passlack,312843,7.91,True,True
2324,2023/2024,1743504,2024-01-20 FC Koln-Borussia Dortmund,Borussia Dortmund,away,Jadon Sancho,346300,7.91,True,False
2324,2023/2024,1743416,2023-09-02 Augsburg-Bochum,Bochum,away,Kevin Stöger,104011,7.91,True,False
2324,2023/2024,1743657,2024-04-20 FC Koln-Darmstadt,Darmstadt,away,Oscar Vilhelmsson,442306,7.91,True,False
2324,2023/2024,1743440,2023-09-30 FC Koln-VfB Stuttgart,Stuttgart,away,Deniz Undav,357091,7.9,False,False
2324,2023/2024,1743622,2024-03-16 Hoffenheim-VfB Stuttgart,Stuttgart,away,Deniz Undav,357091,7.9,True,False
2324,2023/2024,1743582,2024-02-25 Eintracht Frankfurt-Wolfsburg,Wolfsburg,away,Kevin Behrens,261246,7.89,True,False
